quote_id,mpan,quote_rate_p_per_kwh,generated_at,valid_until,status,notes
Q-70371,7685655403837,17.81,2026-09-01,10/09/2026,Priced,
Q-70372,04 2691 8411 672,15.38,2026-08-30,2026-09-13,Priced,
Q-70373,6311426206640,23.04,2026-08-31,06/09/2026,Priced,
Q-70374,01 9583 0463 142,26.88,2026-08-27,2026-09-11,Priced,
Q-70375,1918855623734,21.25,2026-08-26,2026-09-10,Priced,
Q-70376,9297421938096,24.96,2026-08-26,2026-09-07,Priced,
Q-70377,6576849803087,16.42,2026-08-28,2026-09-08,Priced,
Q-70378,43 7788 7300 935,19.3,2026-09-01,11/09/2026,Priced,
Q-70379,54 7051 8640 059,19.35,2026-09-01,2026-09-05,Priced,
Q-70380,7963-4816-03461,21.29,2026-08-30,05/09/2026,Priced,
Q-70381,8230-9765-22154,21.65,2026-08-31,11/09/2026,Priced,
Q-70382,8048645455354,18.45,2026-08-27,2026-09-04,Priced,
Q-70383,90 7233 2282 091,24.22,2026-08-29,2026-09-04,Priced,
Q-70384,9176837727713,17.77,2026-08-30,04/09/2026,Priced,
Q-70385,24 9488 9260 073,16.44,2026-09-01,07/09/2026,Priced,
Q-70386,6900-6035-46132,25.28,2026-08-31,06/09/2026,Priced,
Q-70387,9371-0964-37094,29.85,2026-08-28,2026-09-15,Priced,
Q-70388,01 7575 7629 083,21.67,2026-08-26,13/09/2026,Priced,
Q-70389,45 9792 1522 478,22.16,2026-08-31,2026-09-10,Priced,
Q-70390,6959815453536,23.8,2026-09-01,13/09/2026,Priced,
Q-70391,3958-8419-27179,22.12,2026-08-26,2026-09-14,Priced,
Q-70392,3127-7728-44630,24.02,2026-09-01,04/09/2026,Priced,
Q-70393,7748110386823,28.83,2026-09-01,2026-09-11,Priced,
Q-70394,9553-8684-18756,24.34,2026-08-30,07/09/2026,Priced,
Q-70395,98 8867 3806 962,27.53,2026-08-28,14/09/2026,Priced,
Q-70396,4152154221907,24.8,2026-08-27,04/09/2026,Priced,
Q-70397,71 2596 6855 906,25.32,2026-08-29,14/09/2026,Priced,
Q-70398,64 6412 6498 030,27.43,2026-08-27,2026-09-13,Priced,
Q-70399,3412957188909,19.75,2026-09-01,11/09/2026,Priced,
Q-70400,39 9566 7582 247,29.58,2026-08-31,05/09/2026,Priced,
Q-70401,66 0191 7908 597,28.23,2026-08-30,10/09/2026,Priced,
Q-70402,47 2576 7140 778,28.21,2026-08-26,2026-09-09,Priced,
Q-70403,1386-9485-38475,27.68,2026-08-31,2026-09-09,Priced,
Q-70404,9418926943340,20.16,2026-08-30,2026-09-08,Priced,
Q-70405,1918-6506-39768,26.1,2026-08-27,2026-09-07,Priced,
Q-70406,0095066687872,21.27,2026-08-27,2026-09-10,Priced,
Q-70407,1280-8253-91297,19.07,2026-08-26,11/09/2026,Priced,
Q-70408,5051-9320-70273,26.86,2026-08-30,2026-09-09,Priced,
Q-70409,4756210821114,27.6,2026-08-29,04/09/2026,Priced,
Q-70410,01 1066 5661 085,25.3,2026-08-30,04/09/2026,Priced,
Q-70411,1753921018232,26.13,2026-09-01,08/09/2026,Priced,
Q-70412,17 2999 6684 837,28.6,2026-08-31,2026-09-04,Priced,
Q-70413,5905904088683,18.7,2026-08-26,04/09/2026,Priced,
Q-70414,0465229037188,,2026-08-31,2026-09-06,Errored,Timeout fetching consumption data
Q-70415,5858382150790,22.37,2026-09-01,09/09/2026,Priced,
Q-70416,10 4367 8135 148,30.76,2026-08-28,2026-09-04,Priced,
Q-70417,62 9346 1825 248,23.3,2026-08-28,2026-09-08,Priced,
Q-70418,3733297077300,19.04,2026-08-27,2026-09-15,Priced,
Q-70419,88 8505 7168 005,23.75,2026-08-28,15/09/2026,Priced,
Q-70420,20 7960 2879 840,,2026-08-29,13/09/2026,Errored,Pricing engine returned no rate
Q-70421,5877617686269,24.22,2026-08-29,2026-09-05,Priced,
Q-70422,5978794937900,31.39,2026-08-26,2026-09-14,Priced,
Q-70423,8933852728112,26.02,2026-08-31,2026-09-04,Priced,
Q-70424,9361059029022,24.48,2026-08-26,2026-09-15,Priced,
Q-70425,92 1742 0812 395,31.56,2026-08-26,12/09/2026,Priced,
Q-70426,5401666440137,25.39,2026-08-29,2026-09-05,Priced,
Q-70427,5822182943253,20.54,2026-08-31,04/09/2026,Priced,
Q-70428,8304867494382,32.95,2026-08-28,08/09/2026,Priced,
Q-70429,38 0753 0008 701,19.71,2026-08-31,2026-09-06,Priced,
Q-70430,5572901069245,25.99,2026-08-28,06/09/2026,Priced,
Q-70431,1374-4790-20300,17.65,2026-08-31,2026-09-06,Priced,
Q-70432,2860773322572,20.76,2026-08-30,08/09/2026,Priced,
Q-70433,1798-1923-00597,25.25,2026-08-27,08/09/2026,Priced,
Q-70434,3634177462185,28.25,2026-08-26,2026-09-07,Priced,
Q-70435,2991958383969,27.94,2026-08-29,2026-09-10,Priced,
Q-70436,72 6007 1158 499,27.78,2026-09-01,10/09/2026,Priced,
Q-70437,1075-7854-46913,23.13,2026-08-28,05/09/2026,Priced,
Q-70438,6821770106879,29.13,2026-09-01,15/09/2026,Priced,
Q-70439,4530-9503-40102,25.0,2026-09-01,06/09/2026,Priced,
Q-70440,8758273685849,25.56,2026-08-29,15/09/2026,Priced,
Q-70441,73 0769 8589 518,28.38,2026-08-26,2026-09-04,Priced,
Q-70442,9069050716816,19.41,2026-08-31,12/09/2026,Priced,
Q-70443,6526165916734,33.24,2026-08-26,2026-09-07,Priced,
Q-70444,0844-0812-65211,29.04,2026-08-31,15/09/2026,Priced,
Q-70445,88 7502 5936 384,25.52,2026-08-26,07/09/2026,Priced,
Q-70446,4805483836357,26.11,2026-08-27,07/09/2026,Priced,
Q-70447,9766542854334,19.66,2026-08-29,04/09/2026,Priced,
Q-70448,9317-3058-81922,22.62,2026-08-28,2026-09-06,Priced,
Q-70449,6538-9206-25220,20.05,2026-08-29,2026-09-14,Priced,
Q-70450,78 0254 6366 991,29.03,2026-08-26,2026-09-10,Priced,
Q-70451,75 9214 9165 100,23.71,2026-08-28,10/09/2026,Priced,
Q-70452,83 8322 7041 186,27.41,2026-09-01,2026-09-09,Priced,
Q-70453,9485757495626,29.66,2026-09-01,08/09/2026,Priced,
Q-70454,28 5434 1286 141,17.38,2026-08-31,2026-09-15,Priced,
Q-70455,6230486241553,29.31,2026-08-26,05/09/2026,Priced,
Q-70456,21 4679 8100 330,17.76,2026-08-30,2026-09-14,Priced,
Q-70457,35 5659 1326 492,26.8,2026-08-29,2026-09-08,Priced,
Q-70458,00 4839 2957 214,20.61,2026-08-30,2026-09-06,Priced,
Q-70459,60 0762 0934 468,17.45,2026-08-28,08/09/2026,Priced,
Q-70460,4553451962718,29.25,2026-08-29,05/09/2026,Priced,
Q-70461,6524-3109-43642,25.7,2026-08-28,14/09/2026,Priced,
Q-70462,9742810509547,27.83,2026-08-27,08/09/2026,Priced,
Q-70463,3914-0777-66014,29.1,2026-08-31,2026-09-04,Priced,
Q-70464,4831446186369,28.89,2026-08-30,2026-09-11,Priced,
Q-70465,6565-2280-09122,28.12,2026-08-29,2026-09-06,Priced,
Q-70466,7584420959381,29.64,2026-08-29,2026-09-05,Priced,
Q-70467,2247-2220-80064,23.58,2026-08-26,13/09/2026,Priced,
Q-70468,8550959161614,23.68,2026-09-01,2026-09-10,Priced,
Q-70469,3950-3745-04945,26.18,2026-08-28,2026-09-14,Priced,
Q-70470,08 2473 7677 271,25.87,2026-08-26,15/09/2026,Priced,
Q-70471,3433-7661-68354,19.84,2026-09-01,07/09/2026,Priced,
Q-70472,1907098710857,33.56,2026-08-28,2026-09-07,Priced,
Q-70473,2832-8771-32068,22.03,2026-08-30,2026-09-04,Priced,
Q-70474,3944747210785,22.27,2026-09-01,2026-09-15,Priced,
Q-70475,1104-3223-76341,26.25,2026-08-26,2026-09-05,Priced,
Q-70476,9701-9302-99410,27.41,2026-09-01,08/09/2026,Priced,
Q-70477,54 7531 6800 581,20.91,2026-08-26,05/09/2026,Priced,
Q-70478,02 2818 5940 485,32.73,2026-09-01,06/09/2026,Priced,
Q-70479,26 7508 2729 157,22.9,2026-08-28,2026-09-14,Priced,
Q-70480,7700640276110,17.45,2026-08-26,08/09/2026,Priced,
Q-70481,1312-8908-38562,26.48,2026-08-30,05/09/2026,Priced,
Q-70482,5939470850626,26.48,2026-08-26,2026-09-12,Priced,
Q-70483,0314-6453-09516,16.29,2026-08-28,12/09/2026,Priced,
Q-70484,5143477727234,22.53,2026-08-30,06/09/2026,Priced,
Q-70485,09 5555 6193 396,22.77,2026-08-31,12/09/2026,Priced,
Q-70486,6350900236635,24.23,2026-08-29,2026-09-09,Priced,
Q-70487,9035677806508,14.21,2026-08-30,2026-09-13,Priced,
Q-70488,6352-4233-89732,24.06,2026-08-26,05/09/2026,Priced,
Q-70489,7329-0321-19901,26.9,2026-08-29,06/09/2026,Priced,
Q-70490,9740-7189-12968,25.31,2026-08-26,08/09/2026,Priced,
Q-70491,2019-5701-84425,22.34,2026-08-31,2026-09-09,Priced,
Q-70492,61 0592 2087 130,22.37,2026-08-27,2026-09-13,Priced,
Q-70493,8404-7979-91818,31.31,2026-08-28,06/09/2026,Priced,
Q-70494,0680-4689-86837,30.35,2026-09-01,2026-09-05,Priced,
Q-70495,93 1072 1083 230,31.46,2026-08-27,10/09/2026,Priced,
Q-70496,52 0789 5044 645,22.11,2026-09-01,2026-09-10,Priced,
Q-70497,1218926690042,17.83,2026-08-29,08/09/2026,Priced,
Q-70498,9043573511263,28.01,2026-08-30,05/09/2026,Priced,
Q-70499,1690823737478,25.43,2026-08-27,07/09/2026,Priced,
Q-70500,7219855340172,30.82,2026-09-01,2026-09-11,Priced,
Q-70501,3203784872854,21.59,2026-08-27,08/09/2026,Priced,
Q-70502,0347-9386-15060,22.21,2026-08-26,2026-09-13,Priced,
Q-70503,1882049036298,21.86,2026-08-31,2026-09-13,Priced,
Q-70504,06 6755 2064 923,29.07,2026-08-29,13/09/2026,Priced,
Q-70505,0415036840914,20.08,2026-08-28,2026-09-13,Priced,
Q-70506,9977423887598,31.57,2026-09-01,14/09/2026,Priced,
Q-70507,19 8662 0685 236,36.5,2026-08-28,04/09/2026,Priced,
Q-70508,6781512884713,35.39,2026-09-01,2026-09-04,Priced,
Q-70509,1106-5088-26930,21.55,2026-08-29,2026-09-09,Priced,
Q-70510,8964-7865-49421,21.89,2026-08-27,15/09/2026,Priced,
Q-70511,3720-8022-54935,32.29,2026-08-30,2026-09-07,Priced,
Q-70512,1518-4163-21996,26.53,2026-09-01,05/09/2026,Priced,
Q-70513,4269035448643,26.08,2026-08-28,2026-09-10,Priced,
Q-70514,41 8484 9924 069,19.81,2026-08-29,2026-09-05,Priced,
Q-70515,8060740825290,26.32,2026-08-31,04/09/2026,Priced,
Q-70516,4281-6940-68591,23.52,2026-08-31,08/09/2026,Priced,
Q-70517,8958500132308,32.45,2026-08-29,10/09/2026,Priced,
Q-70518,10 8903 8678 976,21.76,2026-09-01,15/09/2026,Priced,
Q-70519,3817254195062,26.6,2026-08-31,08/09/2026,Priced,
Q-70520,00 5148 8695 326,22.08,2026-08-27,2026-09-04,Priced,
Q-70521,1745-4824-69030,24.92,2026-09-01,2026-09-14,Priced,
Q-70522,89 4946 1403 200,,2026-08-30,06/09/2026,Errored,Pricing engine returned no rate
Q-70523,4443-3368-13424,19.14,2026-08-27,2026-09-08,Priced,
Q-70524,6265-8614-40947,25.98,2026-09-01,08/09/2026,Priced,
Q-70525,2585808562546,28.42,2026-09-01,07/09/2026,Priced,
Q-70526,69 1953 4491 085,27.22,2026-08-31,2026-09-04,Priced,
Q-70527,10 9046 1840 872,31.44,2026-08-28,2026-09-15,Priced,
Q-70528,57 7653 9484 951,22.36,2026-08-27,2026-09-05,Priced,
Q-70529,0628-7591-09208,26.47,2026-08-29,14/09/2026,Priced,
Q-70530,98 0439 9939 834,22.94,2026-09-01,2026-09-09,Priced,
Q-70531,80 4727 3382 518,28.57,2026-09-01,2026-09-05,Priced,
Q-70532,4381453188846,21.08,2026-08-28,2026-09-06,Priced,
Q-70533,5041-0975-30152,18.34,2026-08-28,2026-09-06,Priced,
Q-70534,91 2865 0056 201,19.32,2026-08-29,11/09/2026,Priced,
Q-70535,1272055294110,30.53,2026-08-27,2026-09-12,Priced,
Q-70536,1407956157081,25.49,2026-09-01,13/09/2026,Priced,
Q-70537,70 2359 9638 508,29.45,2026-08-30,2026-09-07,Priced,
Q-70538,9242735111361,27.53,2026-08-30,2026-09-04,Priced,
Q-70539,56 6006 8439 166,20.37,2026-08-28,2026-09-09,Priced,
Q-70540,2274-5989-39019,24.5,2026-08-31,2026-09-10,Priced,
Q-70541,9105477118161,23.22,2026-08-26,2026-09-12,Priced,
Q-70542,6522808016398,21.55,2026-08-29,04/09/2026,Priced,
Q-70543,7311651124778,21.32,2026-08-29,2026-09-11,Priced,
Q-70544,8742828158565,23.91,2026-08-29,07/09/2026,Priced,
Q-70545,7585044081215,20.38,2026-08-31,05/09/2026,Priced,
Q-70546,9195-4455-06642,23.0,2026-08-30,09/09/2026,Priced,
Q-70547,27 2223 6044 641,25.12,2026-08-29,13/09/2026,Priced,
Q-70548,5211183997676,24.36,2026-08-31,14/09/2026,Priced,
Q-70549,6486-7949-53378,28.96,2026-08-28,2026-09-07,Priced,
Q-70550,02 0977 1631 286,30.37,2026-09-01,2026-09-12,Priced,
Q-70551,23 5650 7193 233,24.04,2026-08-31,2026-09-05,Priced,
Q-70552,05 0667 7075 614,26.11,2026-08-27,2026-09-05,Priced,
Q-70553,3910453139324,24.41,2026-08-29,2026-09-14,Priced,
Q-70554,11 5589 3401 621,28.83,2026-08-28,2026-09-05,Priced,
Q-70555,83 8374 5426 135,,2026-08-31,09/09/2026,Errored,Pricing engine returned no rate
Q-70556,1695875828191,29.19,2026-09-01,2026-09-12,Priced,
Q-70557,8897720500247,27.17,2026-08-29,2026-09-11,Priced,
Q-70558,60 5663 9852 025,32.83,2026-08-31,10/09/2026,Priced,
Q-70559,2570602779591,18.0,2026-08-27,2026-09-08,Priced,
Q-70560,1525-1899-27771,19.23,2026-08-30,06/09/2026,Priced,
Q-70561,06 6761 6087 284,24.66,2026-08-30,12/09/2026,Priced,
Q-70562,5814-2024-14167,23.37,2026-09-01,13/09/2026,Priced,
Q-70563,1712-5819-58418,30.09,2026-08-29,2026-09-08,Priced,
Q-70564,94 0796 0688 259,23.39,2026-08-26,06/09/2026,Priced,
Q-70565,1083517950896,30.36,2026-08-26,2026-09-09,Priced,
Q-70566,50 0485 6272 071,16.25,2026-09-01,2026-09-10,Priced,
Q-70567,0891379292958,21.4,2026-08-29,2026-09-13,Priced,
Q-70568,5994-7974-41646,20.59,2026-08-30,2026-09-15,Priced,
Q-70569,7124-3623-45709,31.98,2026-08-27,06/09/2026,Priced,
Q-70570,47 4122 9857 754,22.59,2026-08-30,2026-09-05,Priced,
Q-70571,1760-8337-28612,26.58,2026-08-29,14/09/2026,Priced,
Q-70572,06 0489 4297 463,18.71,2026-08-31,13/09/2026,Priced,
Q-70573,7571689557740,19.93,2026-08-31,14/09/2026,Priced,
Q-70574,1136314917295,19.05,2026-08-30,2026-09-05,Priced,
Q-70575,09 2504 4315 819,27.39,2026-08-31,2026-09-12,Priced,
Q-70576,1507-6614-93102,22.79,2026-08-28,11/09/2026,Priced,
Q-70577,77 9658 6334 083,25.14,2026-08-28,2026-09-09,Priced,
Q-70578,7442621410992,,2026-08-28,2026-09-11,Errored,Timeout fetching consumption data
Q-70579,35 6785 7139 355,28.71,2026-09-01,09/09/2026,Priced,
Q-70580,55 4836 1053 170,29.95,2026-08-30,09/09/2026,Priced,
Q-70581,0286060970970,27.32,2026-08-31,2026-09-14,Priced,
Q-70582,40 7627 3763 759,,2026-08-27,08/09/2026,Errored,Timeout fetching consumption data
Q-70583,5887786413230,25.68,2026-08-31,09/09/2026,Priced,
Q-70584,69 3529 0900 171,28.62,2026-09-01,05/09/2026,Priced,
Q-70585,6825988382347,20.51,2026-08-29,2026-09-15,Priced,
Q-70586,7666687109362,29.39,2026-08-30,14/09/2026,Priced,
Q-70587,4040-7128-89988,17.61,2026-08-27,14/09/2026,Priced,
Q-70588,3646-5496-28286,33.97,2026-08-29,07/09/2026,Priced,
Q-70589,28 5310 8161 145,24.94,2026-08-31,2026-09-15,Priced,
Q-70590,14 1425 3169 304,25.86,2026-08-29,2026-09-04,Priced,
Q-70591,6673-0148-09800,22.32,2026-09-01,2026-09-11,Priced,
Q-70592,1879-3984-82285,23.84,2026-08-31,12/09/2026,Priced,
Q-70593,8054-5252-36858,16.99,2026-08-31,15/09/2026,Priced,
Q-70594,6836564309916,29.84,2026-08-29,2026-09-05,Priced,
Q-70595,2490779993801,19.43,2026-08-28,2026-09-12,Priced,
Q-70596,7132-9413-80183,23.1,2026-09-01,04/09/2026,Priced,
Q-70597,8153748303218,31.84,2026-08-29,2026-09-06,Priced,
Q-70598,4356-1745-93911,26.03,2026-08-28,2026-09-08,Priced,
Q-70599,00 2033 8812 393,28.34,2026-08-29,09/09/2026,Priced,
Q-70600,69 0697 2486 869,20.07,2026-08-28,11/09/2026,Priced,
Q-70601,48 8132 3239 477,28.52,2026-08-31,05/09/2026,Priced,
Q-70602,8231186957413,23.01,2026-08-27,2026-09-12,Priced,
Q-70603,1574203304615,28.87,2026-08-26,2026-09-07,Priced,
Q-70604,9072550920718,35.6,2026-08-28,09/09/2026,Priced,
Q-70605,4907-7826-44477,19.21,2026-08-28,2026-09-11,Priced,
Q-70606,0816698441819,25.08,2026-08-29,15/09/2026,Priced,
Q-70607,5077528181957,23.5,2026-08-29,2026-09-11,Priced,
Q-70608,7608656912474,19.66,2026-08-27,2026-09-10,Priced,
Q-70609,5408-7640-77855,34.48,2026-08-27,2026-09-04,Priced,
Q-70610,8873-3496-71490,18.22,2026-09-01,2026-09-10,Priced,
Q-70611,38 1116 8086 916,18.64,2026-08-31,06/09/2026,Priced,
Q-70612,57 9500 9464 973,22.76,2026-08-27,12/09/2026,Priced,
Q-70613,89 8026 7038 143,,2026-08-26,2026-09-05,Errored,Pricing engine returned no rate
Q-70614,6905-0865-15837,19.26,2026-08-31,2026-09-14,Priced,
Q-70615,0474974378623,28.27,2026-08-28,2026-09-05,Priced,
Q-70616,44 1105 8273 610,25.21,2026-08-27,2026-09-11,Priced,
Q-70617,06 8354 5023 157,25.58,2026-08-29,2026-09-14,Priced,
Q-70618,67 1650 1888 173,18.65,2026-08-26,15/09/2026,Priced,
Q-70619,2256-2088-60627,22.6,2026-08-27,09/09/2026,Priced,
Q-70620,62 5527 0074 472,20.27,2026-09-01,2026-09-14,Priced,
Q-70621,0940-8053-63944,29.77,2026-08-28,2026-09-08,Priced,
Q-70622,54 1601 1333 090,21.53,2026-08-27,2026-09-08,Priced,
Q-70623,3129519696952,24.91,2026-08-27,09/09/2026,Priced,
Q-70624,06 6791 0162 005,24.23,2026-08-31,2026-09-04,Priced,
Q-70625,98 8588 1844 373,30.58,2026-08-28,10/09/2026,Priced,
Q-70626,11 3523 5106 061,29.87,2026-08-28,2026-09-15,Priced,
Q-70627,3988-0882-03713,20.97,2026-08-31,2026-09-08,Priced,
Q-70628,8122255354586,20.33,2026-08-27,08/09/2026,Priced,
Q-70629,9781621802232,32.08,2026-09-01,05/09/2026,Priced,
Q-70630,7483875475296,18.17,2026-08-30,2026-09-11,Priced,
Q-70631,9287910139230,20.09,2026-08-26,05/09/2026,Priced,
Q-70632,7806875522199,25.15,2026-08-27,2026-09-13,Priced,
Q-70633,0929068250425,22.99,2026-08-30,11/09/2026,Priced,
Q-70634,4914793213087,,2026-08-27,04/09/2026,Errored,Timeout fetching consumption data
Q-70635,8322236713745,26.61,2026-08-28,2026-09-14,Priced,
Q-70636,7463751744736,,2026-08-30,04/09/2026,Errored,Timeout fetching consumption data
Q-70637,3089940977253,21.75,2026-08-26,15/09/2026,Priced,
Q-70638,3760765549743,28.45,2026-08-26,10/09/2026,Priced,
Q-70639,0409-2082-97493,,2026-08-26,13/09/2026,Errored,Timeout fetching consumption data
Q-70640,59 5261 4888 595,22.05,2026-08-28,2026-09-05,Priced,
Q-70641,6222700036877,25.38,2026-08-29,2026-09-15,Priced,
Q-70642,0324496749284,23.85,2026-08-30,2026-09-09,Priced,
Q-70643,8910666607688,19.0,2026-08-31,2026-09-15,Priced,
Q-70644,6320-4795-48608,,2026-09-01,09/09/2026,Errored,Timeout fetching consumption data
Q-70645,98 4674 3377 208,29.44,2026-08-31,05/09/2026,Priced,
Q-70646,5664622766976,,2026-08-29,2026-09-04,Errored,Pricing engine returned no rate
Q-70647,7662-4026-23589,22.29,2026-08-30,2026-09-10,Priced,
Q-70648,0661-7469-62983,30.93,2026-08-29,13/09/2026,Priced,
Q-70649,5500-1840-37255,19.12,2026-08-30,2026-09-04,Priced,
Q-70650,3263-4757-43521,28.95,2026-08-26,10/09/2026,Priced,
Q-70651,8606297697627,32.29,2026-08-26,2026-09-14,Priced,
Q-70652,0576-8413-32726,25.61,2026-08-26,15/09/2026,Priced,
Q-70653,8915-7940-65072,26.47,2026-09-01,2026-09-12,Priced,
Q-70654,5043422355431,29.64,2026-08-27,14/09/2026,Priced,
Q-70655,1072404302487,20.13,2026-08-29,2026-09-07,Priced,
Q-70656,5636786654279,30.96,2026-08-31,2026-09-12,Priced,
Q-70657,47 8605 2983 040,20.9,2026-08-29,2026-09-13,Priced,
Q-70658,5181805596281,17.85,2026-08-27,2026-09-11,Priced,
Q-70659,4496-8689-98179,20.5,2026-08-31,07/09/2026,Priced,
Q-70660,60 1211 4442 002,26.03,2026-08-28,2026-09-04,Priced,
Q-70661,0425-2735-58021,34.24,2026-08-28,06/09/2026,Priced,
Q-70662,8714803339984,28.63,2026-08-30,2026-09-15,Priced,
Q-70663,69 8280 2323 311,20.8,2026-09-01,2026-09-11,Priced,
Q-70664,6112-4618-96174,25.79,2026-08-28,10/09/2026,Priced,
Q-70665,9153-0138-90903,26.88,2026-08-31,2026-09-11,Priced,
Q-70666,92 8690 7661 612,,2026-08-26,2026-09-12,Errored,Pricing engine returned no rate
Q-70667,86 3310 2788 742,16.44,2026-08-26,2026-09-14,Priced,
Q-70668,06 7322 1495 863,21.35,2026-08-30,06/09/2026,Priced,
Q-70669,6578237501983,28.38,2026-09-01,11/09/2026,Priced,
Q-70670,1861-8172-54569,23.26,2026-08-31,2026-09-07,Priced,
Q-70671,0120-3778-17253,24.67,2026-08-30,09/09/2026,Priced,
Q-70672,2929165713338,29.3,2026-08-31,05/09/2026,Priced,
Q-70673,2790161397205,18.92,2026-08-28,2026-09-14,Priced,
Q-70674,18 2957 3629 880,23.68,2026-09-01,10/09/2026,Priced,
Q-70675,30 1208 0744 244,22.62,2026-08-31,10/09/2026,Priced,
Q-70676,5529974432484,22.09,2026-08-26,11/09/2026,Priced,
Q-70677,1719-0525-99785,19.49,2026-08-26,12/09/2026,Priced,
Q-70678,9677-0145-71170,31.35,2026-09-01,04/09/2026,Priced,
Q-70679,5532589195199,20.73,2026-08-28,2026-09-11,Priced,
Q-70680,1731656908240,20.42,2026-09-01,05/09/2026,Priced,
Q-70681,89 3066 6225 225,27.47,2026-08-30,2026-09-15,Priced,
Q-70682,70 4568 6059 669,22.81,2026-08-28,09/09/2026,Priced,
Q-70683,8791218126034,18.57,2026-08-27,2026-09-13,Priced,
Q-70684,9884-9488-89941,37.43,2026-08-27,2026-09-15,Priced,
Q-70685,48 5069 7427 570,21.31,2026-08-26,06/09/2026,Priced,
Q-70686,79 9899 3903 240,30.97,2026-08-30,15/09/2026,Priced,
Q-70687,71 5470 6166 684,26.71,2026-08-30,11/09/2026,Priced,
Q-70688,50 0214 6691 786,19.84,2026-08-31,2026-09-09,Priced,
Q-70689,5460581286941,22.57,2026-08-26,11/09/2026,Priced,
Q-70690,0945120871314,23.01,2026-08-28,14/09/2026,Priced,
Q-70691,4080-9844-30500,30.1,2026-08-31,2026-09-13,Priced,
Q-70692,4507749438566,29.74,2026-08-28,2026-09-04,Priced,
Q-70693,6189-7302-54139,19.82,2026-08-27,08/09/2026,Priced,
Q-70694,3172906055034,24.67,2026-08-31,2026-09-11,Priced,
Q-70695,5316452021200,25.64,2026-08-29,14/09/2026,Priced,
Q-70696,7982-3821-20739,23.02,2026-08-30,2026-09-04,Priced,
Q-70697,58 7121 7696 185,30.26,2026-09-01,11/09/2026,Priced,
Q-70698,4538-4508-47666,32.24,2026-08-30,2026-09-06,Priced,
Q-70699,8554-8057-31856,33.56,2026-08-30,2026-09-12,Priced,
Q-70700,4652183389076,17.6,2026-08-31,2026-09-11,Priced,
Q-70701,72 0647 2842 144,19.87,2026-08-26,2026-09-07,Priced,
Q-70702,5792520886877,24.68,2026-08-31,12/09/2026,Priced,
Q-70703,0990135791189,18.21,2026-08-31,12/09/2026,Priced,
Q-70704,06 4919 8349 479,22.35,2026-09-01,2026-09-05,Priced,
Q-70705,03 2500 1998 218,22.12,2026-08-29,04/09/2026,Priced,
Q-70706,2229-2572-76340,19.39,2026-09-01,2026-09-13,Priced,
Q-70707,63 1561 0124 188,31.23,2026-08-26,13/09/2026,Priced,
Q-70708,0645582693604,32.86,2026-08-28,13/09/2026,Priced,
Q-70709,38 5933 1647 858,27.67,2026-08-27,09/09/2026,Priced,
Q-70710,13 1924 0505 528,33.69,2026-08-31,09/09/2026,Priced,
Q-70711,51 5825 3745 489,27.47,2026-08-26,13/09/2026,Priced,
Q-70712,1078546152197,26.36,2026-09-01,12/09/2026,Priced,
Q-70713,3669757036240,25.72,2026-08-30,07/09/2026,Priced,
Q-70714,6279-3751-76676,30.21,2026-08-29,2026-09-14,Priced,
Q-70715,2633593704556,23.5,2026-08-26,14/09/2026,Priced,
Q-70716,11 6999 4494 379,24.12,2026-09-01,2026-09-10,Priced,
Q-70717,3095857077511,20.22,2026-08-26,07/09/2026,Priced,
Q-70718,6019-4988-14576,16.87,2026-09-01,04/09/2026,Priced,
Q-70719,3299-4727-24166,26.54,2026-08-30,2026-09-06,Priced,
Q-70720,2957-7684-52047,24.06,2026-08-29,2026-09-08,Priced,
Q-70721,8885818701580,18.02,2026-08-31,2026-09-06,Priced,
Q-70722,1895590165497,21.72,2026-08-31,15/09/2026,Priced,
Q-70723,7542-7198-16625,19.05,2026-08-31,10/09/2026,Priced,
Q-70724,8707-0925-85086,20.01,2026-08-27,12/09/2026,Priced,
Q-70725,0447897912801,28.86,2026-09-01,2026-09-13,Priced,
Q-70726,19 8940 7522 117,16.91,2026-08-30,06/09/2026,Priced,
Q-70727,73 5541 3485 550,16.73,2026-08-31,2026-09-10,Priced,
Q-70728,9991-9024-85804,21.66,2026-09-01,09/09/2026,Priced,
Q-70729,1145913613439,25.75,2026-08-29,2026-09-12,Priced,
Q-70730,4345-8881-67481,29.92,2026-08-30,09/09/2026,Priced,
