entry_id,created,owner,customer,type,note,next_action,next_action_date
CRM-104246,28/03/2024,Nia Wren,Selworthy Maltings & Sons Ltd,Call,Reviewing a competitor quote from incumbent,,
CRM-112109,2024-11-06,Kirsty Pryce,CUS-10545,Meeting,Site added to account,,
CRM-152967,25/05/2025,Anita Mercer,CUS-12306,Call,,,
CRM-141062,2024-06-29,Jack Sharpe,Larkspur Salvage Partners Ltd,Note,Broker says customer gone quiet,,
CRM-154968,2025-02-24,Kirsty Osei,Ashcombe Milling Ltd,Note,Left voicemail,,
CRM-114748,02/08/2025,Amber Doyle,CUS-10633,Meeting,"Keen to renew, asked us to send terms",,
CRM-110911,01/07/2025,Kirsty Pryce,Gilded Studios Group,Meeting,Sent brochure,,
CRM-106888,2024-04-18,,CUS-10325,Meeting,,,
CRM-145732,2025-03-12,Gareth Hansen,TEM-59667-B,Call,Waiting on LOA,,
CRM-132165,04/01/2025,Amber Doyle,CUS-11405,Note,Left voicemail,Escalate to AM,
CRM-146592,05/06/2026,Iona Mercer,CUS-12047,Meeting,"Price sensitive, wants >10% saving to stay",,
CRM-124247,16/01/2026,Kirsty Osei,CUS-11030,Email,,Book meeting,
CRM-131843,23/04/2024,Grace Nairn,CUS-11385,Meeting,Chased signature,Follow up,
CRM-137336,2025-08-05,Jack Sharpe,TEM-24480-C,Call,Waiting on LOA,,
CRM-139829,05/12/2025,Rhys Doyle,Kelbrook Motors,Call,"No answer, try next week",Send quote,
CRM-120162,10/05/2025,,CUS-10822,Call,,,2025-05-24
CRM-122220,2026-08-03,Callum Rowntree,BLUEWATER SEAFOODS LTD,Note,"No answer, try next week",Follow up,
CRM-101277,2025-11-28,Iona Mercer,CUS-10053,Email,,,2025-12-07
CRM-135948,26/07/2024,James Brooke,Kingsmead Garden Ltd,Call,,,
CRM-117906,2024-04-01,Amber Doyle,CUS-10739,Email,Left voicemail,,03/04/2024
CRM-123850,2025-03-18,Amber Doyle,Ravenscar Motors Partners,Call,Renewal call went well - decision maker engaged,,
CRM-150579,2026-06-19,Iona Mercer,TEM-73161-E,Meeting,Intro call booked,,16/07/2026
CRM-152990,13/10/2024,Amber Doyle,,Note,Waiting on LOA,,
CRM-146361,2025-07-13,James Jennings,,Call,Sent brochure,,
CRM-110794,08/04/2024,Anita Mercer,,Call,"No answer, try next week",,
CRM-114364,08/05/2024,Nia Wren,Riverbank Precision Partners Ltd,Email,Updated contact details,,
CRM-112221,2025-10-17,Kirsty Pryce,Hatherley Breweries (UK) Ltd,Call,Left voicemail,,
CRM-121767,27/03/2024,,,Note,Left voicemail,,01/04/2024
CRM-122527,2024-06-20,Jack Sharpe,TEM-77789-G,Call,Left voicemail,,2024-07-03
CRM-155434,2025-04-12,Gareth Hansen,CUS-12407,Call,,Book meeting,
CRM-121360,2025-10-07,Anita Mercer,CUS-10885,Email,Very happy with RED savings this year,,
CRM-120977,2024-05-18,James Jennings,Nettlebed Textiles Ltd,Email,Site added to account,,
CRM-136341,2024-11-06,Rhys Doyle,CUS-11612,Meeting,,Follow up,
CRM-131423,05/02/2026,Amber Doyle,,Call,Broker says customer gone quiet,Follow up,
CRM-124606,2025-05-08,James Brooke,,Call,Sent brochure,Send quote,
CRM-149970,16/10/2024,James Brooke,CUS-12167,Meeting,,,
CRM-132979,05/01/2025,Amber Doyle,TEM-20357-A,Meeting,Waiting on LOA,Book meeting,
CRM-151892,29/11/2025,Jack Sharpe,CUS-12278,Email,Confirmed budget approved for next term,,
CRM-132962,2025-03-04,Grace Nairn,,Email,Reviewing a competitor quote from incumbent,Send quote,12/03/2025
CRM-116938,16/02/2026,James Brooke,CUS-10706,Meeting,Waiting on LOA,Send quote,
CRM-119849,2026-07-24,James Jennings,CUS-10798,Call,Confirmed budget approved for next term,Escalate to AM,
CRM-125392,2024-04-28,Kirsty Osei,TEM-82271-B,Task,Updated contact details,,2024-05-07
CRM-113217,02/03/2026,James Brooke,,Note,Left voicemail,Follow up,
CRM-118265,2024-05-22,Anita Mercer,CUS-10746,Call,"No answer, try next week",,21/06/2024
CRM-130699,10/12/2025,Gareth Hansen,CUS-11325,Email,,,06/01/2026
CRM-103364,18/07/2024,Iona Mercer,Pennine Gym Limited,Task,"Price sensitive, wants >10% saving to stay",Escalate to AM,
CRM-135901,24/05/2026,James Jennings,TEM-49580-D,Meeting,"No answer, try next week",Escalate to AM,
CRM-141060,2024-09-21,Anita Mercer,Larkspur Salvage Partners,Call,Confirmed budget approved for next term,,
CRM-121083,20/02/2025,Callum Rowntree,CUS-10869,Task,,,
CRM-105665,13/09/2024,Iona Mercer,CUS-10256,Meeting,Intro call booked,Escalate to AM,
CRM-116224,2024-03-31,James Brooke,Millpond Breweries Group,Note,Left voicemail,Send quote,
CRM-101334,27/05/2026,James Jennings,Pemberley Schools Group,Meeting,Updated contact details,Follow up,
CRM-139240,20/10/2024,James Jennings,TEM-71406-D,Email,Waiting on LOA,,
CRM-115490,2025-04-16,Amber Doyle,CUS-10662,Call,,,
CRM-114884,2025-10-02,Kirsty Pryce,TEM-27794-A,Call,"Price sensitive, wants >10% saving to stay",Book meeting,
CRM-111040,29/06/2024,Callum Rowntree,CUS-10507,Call,Updated contact details,,12/07/2024
CRM-102944,07/01/2026,Anita Mercer,Kestrel Forge,Note,,Send quote,
CRM-141891,04/11/2024,Rhys Doyle,Foxglove Marine (UK) Ltd,Email,Intro call booked,Follow up,2024-12-03
CRM-110125,01/06/2026,James Brooke,CUS-10456,Email,"No answer, try next week",,21/06/2026
CRM-135326,2024-10-04,Grace Nairn,TEM-13972-E,Email,"No answer, try next week",Escalate to AM,
CRM-147725,10/10/2025,Grace Nairn,Verity Kennels Holdings,Meeting,"Price sensitive, wants >10% saving to stay",,
CRM-123774,2025-01-26,Amber Doyle,CUS-10992,Note,Intro call booked,,
CRM-106905,2026-01-30,Kirsty Osei,CUS-10326,Call,Site added to account,,
CRM-114351,2024-04-07,,TEM-48706-C,Call,Site added to account,Follow up,
CRM-149080,26/04/2024,James Jennings,,Meeting,,,
CRM-110164,27/06/2026,Jack Sharpe,Whitethorn Garden,Task,Intro call booked,Escalate to AM,
CRM-125707,2025-12-18,Iona Mercer,,Email,Left voicemail,,
CRM-138439,2024-05-06,Anita Mercer,CUS-11681,Call,Sent brochure,,
CRM-134661,2024-03-15,Kirsty Pryce,Westcliff Cinemas Co,Meeting,Escalation raised - threatened to leave,Follow up,
CRM-138899,26/05/2026,,CUS-11709,Meeting,Waiting on LOA,,2026-06-04
CRM-116536,2024-06-14,Gareth Hansen,,Note,"No answer, try next week",Escalate to AM,2024-07-13
CRM-115993,2026-01-31,James Jennings,Ellerton Optics Group,Task,Chased signature,,
CRM-146360,03/08/2024,Callum Rowntree,,Meeting,Chased signature,,
CRM-139529,07/01/2025,Kirsty Pryce,VANTAGE BAKEHOUSE LTD,Call,"No answer, try next week",Escalate to AM,19/01/2025
CRM-137589,22/12/2024,Kirsty Osei,Elmwood Distillery (UK) Ltd,Email,Chased signature,Follow up,
CRM-121163,2025-09-24,Rhys Doyle,Langmere Leisure Ltd,Email,Asked when renewal pricing lands,Send quote,
CRM-155950,07/08/2026,Grace Nairn,TEM-16689-G,Call,,,
CRM-102277,15/03/2025,Anita Mercer,TEM-92672-B,Call,Updated contact details,,
CRM-153572,2026-07-21,Callum Rowntree,TEM-63229-C,Email,Renewal call went well - decision maker engaged,Follow up,2026-07-26
CRM-144051,01/12/2024,Grace Nairn,,Call,Very happy with RED savings this year,Escalate to AM,
CRM-149527,2026-07-22,Jack Sharpe,CUS-12155,Note,Waiting on LOA,,2026-08-07
CRM-125970,31/10/2025,,CUS-11104,Email,,Escalate to AM,
CRM-129113,2025-03-19,Iona Mercer,,Meeting,"No answer, try next week",Send quote,2025-04-09
CRM-150996,2026-03-03,Kirsty Pryce,Foxglove Cold Storage Limited Ltd,Task,Chased signature,,
CRM-142699,03/05/2025,Rhys Doyle,CUS-11882,Call,Asked when renewal pricing lands,,
CRM-101043,18/12/2024,Kirsty Pryce,TEM-51849-B,Task,Escalation raised - threatened to leave,Escalate to AM,2025-01-07
CRM-156781,29/08/2025,,CUS-12463,Task,Asked when renewal pricing lands,,
CRM-124050,2025-12-08,Callum Rowntree,Westcliff Forge Partners,Task,Intro call booked,,
CRM-106423,07/04/2026,James Jennings,CUS-10298,Note,Sent brochure,,2026-04-27
CRM-125837,06/12/2025,Iona Mercer,Yarrow Hotels Co,Call,Reviewing a competitor quote from incumbent,,
CRM-145528,2026-02-25,Jack Sharpe,CUS-12011,Call,Escalation raised - threatened to leave,,
CRM-124504,2026-04-16,Aisha Sharpe,TEM-43329-D,Task,Updated contact details,Book meeting,
CRM-120683,28/10/2024,,CUS-10854,Call,,Escalate to AM,
CRM-155862,09/06/2026,Anita Mercer,TEM-16689-G,Task,Reviewing a competitor quote from incumbent,,
CRM-111651,20/07/2025,Gareth Hansen,QUENINGTON TANNING HOLDINGS,Meeting,,Send quote,
CRM-123836,2025-01-07,Jack Sharpe,CUS-11000,Email,Waiting on LOA,Escalate to AM,2025-02-01
CRM-104140,2026-05-13,Callum Rowntree,Ravenscar Textiles Group Ltd,Meeting,Updated contact details,Book meeting,
CRM-110100,12/04/2025,,CUS-10456,Note,Waiting on LOA,,
CRM-144719,22/04/2025,Amber Doyle,CUS-11975,Email,Renewal call went well - decision maker engaged,Escalate to AM,2025-04-27
CRM-140115,10/06/2026,Nia Wren,TEM-89527-E,Note,Waiting on LOA,Send quote,2026-06-20
CRM-122011,2026-05-11,Grace Nairn,CUS-10912,Email,Intro call booked,,
CRM-153047,2025-05-23,Nia Wren,CUS-12311,Call,,Escalate to AM,
CRM-143464,2024-07-13,Kirsty Osei,Padstow Bakehouse,Meeting,"Unhappy about invoice dispute, renewal at risk",Follow up,
CRM-109699,2026-06-22,Gareth Hansen,CUS-10441,Call,Asked when renewal pricing lands,,2026-06-29
CRM-110238,2026-02-26,James Brooke,TEM-24796-G,Task,,Send quote,
CRM-109928,2025-06-16,Gareth Hansen,CUS-10454,Note,,Escalate to AM,2025-07-04
CRM-137846,2025-06-06,Jack Sharpe,TEM-62951-C,Call,"No answer, try next week",,
CRM-146459,11/03/2026,James Brooke,,Email,,,
CRM-103686,2026-04-01,Callum Rowntree,,Meeting,Sent brochure,,15/04/2026
CRM-143192,12/03/2025,Jack Sharpe,TEM-60082-F,Meeting,"No answer, try next week",,
CRM-126495,16/07/2024,James Brooke,TEM-23700-A,Meeting,Site added to account,,
CRM-136788,09/11/2025,James Jennings,Cobalt Care Ltd,Email,"Keen to renew, asked us to send terms",Book meeting,2025-11-14
CRM-115892,2024-05-30,Aisha Sharpe,,Note,Site added to account,,
CRM-104251,23/08/2024,Callum Rowntree,CUS-10177,Call,Confirmed budget approved for next term,,
CRM-124358,05/04/2024,Grace Nairn,CUS-11037,Note,Intro call booked,,
CRM-100180,2024-06-04,Gareth Hansen,Marlow Studios (UK) Ltd,Email,"No answer, try next week",,
CRM-132197,2024-05-08,James Jennings,TEM-94084-E,Task,Sent brochure,,
CRM-143621,2025-08-04,Rhys Doyle,CUS-11919,Call,Broker says customer gone quiet,Book meeting,2025-08-20
CRM-105050,29/08/2025,Iona Mercer,Garwood Engineering Holdings Ltd,Email,Asked when renewal pricing lands,,
CRM-101977,23/05/2025,Aisha Sharpe,,Email,Intro call booked,Follow up,
CRM-105442,29/06/2024,James Jennings,CUS-10246,Email,Chased signature,Send quote,
CRM-123925,08/08/2024,Grace Nairn,CUS-11008,Email,"Price sensitive, wants >10% saving to stay",,2024-09-03
CRM-129255,15/05/2025,Callum Rowntree,TEM-92527-E,Email,"No answer, try next week",,
CRM-154319,2025-05-21,Jack Sharpe,CUS-12363,Email,,,
CRM-117755,2024-07-07,Grace Nairn,Dunmore Marine,Task,Left voicemail,,
CRM-118447,05/05/2024,Rhys Doyle,CUS-10751,Meeting,Reviewing a competitor quote from incumbent,Send quote,
CRM-146081,21/12/2024,Kirsty Osei,Thackery Pharmacy (UK) Ltd,Call,Chased signature,,
CRM-122951,24/07/2025,Iona Mercer,TEM-51023-G,Meeting,Sent brochure,,
CRM-124181,03/01/2025,James Brooke,CUS-11027,Meeting,,Book meeting,16/01/2025
CRM-107298,07/07/2024,James Jennings,Redwing Kennels & Sons,Email,Site added to account,Send quote,
CRM-153197,2024-03-26,Jack Sharpe,CUS-12312,Email,Very happy with RED savings this year,Follow up,
CRM-134619,13/11/2024,Callum Rowntree,CUS-11533,Email,Site added to account,,
CRM-131917,2025-07-10,Aisha Sharpe,TEM-42931-A,Call,Chased signature,,
CRM-104915,15/12/2024,Aisha Sharpe,Tredegar Veterinary Co,Note,"No answer, try next week",Send quote,2024-12-25
CRM-128937,15/04/2026,Iona Mercer,CUS-11258,Call,"No answer, try next week",Follow up,
CRM-141660,2025-06-09,Gareth Hansen,,Call,,,
CRM-145242,2024-09-01,,Norbury Gym Limited,Call,Intro call booked,,
CRM-122138,10/05/2025,Aisha Sharpe,TEM-10648-E,Email,Updated contact details,,2025-05-24
CRM-135718,2025-05-16,,TEM-37331-A,Note,"No answer, try next week",,
CRM-149488,10/02/2026,James Jennings,CUS-12155,Call,Site added to account,Follow up,08/03/2026
CRM-127768,09/04/2025,Anita Mercer,TEM-50028-B,Email,,,
CRM-152788,19/10/2025,Rhys Doyle,Birchmoor Breweries Ltd,Call,Very happy with RED savings this year,,
CRM-117901,06/03/2025,Gareth Hansen,TEM-83972-F,Call,Left voicemail,,
CRM-145890,2026-04-28,Nia Wren,TEM-86895-B,Task,Did not respond to renewal outreach,,2026-05-03
CRM-132550,05/11/2024,Aisha Sharpe,CUS-11422,Task,Site added to account,Send quote,
CRM-111796,2025-06-18,Gareth Hansen,TEM-93164-F,Call,Left voicemail,,
CRM-140234,24/06/2024,Iona Mercer,Elmwood Care Limited Ltd,Note,"No answer, try next week",Send quote,
CRM-142596,2025-01-21,,Zephyr Studios (UK) Limited,Note,"No answer, try next week",Escalate to AM,2025-02-19
CRM-123168,14/02/2026,Gareth Hansen,,Task,Did not respond to renewal outreach,,18/02/2026
CRM-108503,18/09/2024,Kirsty Osei,TEM-13351-B,Email,Chased signature,,
CRM-149432,31/12/2025,,,Task,Intro call booked,,30/01/2026
CRM-119730,2024-11-29,Callum Rowntree,Bexley Plastics Ltd,Email,Site added to account,Book meeting,
CRM-104402,2025-02-25,Nia Wren,TEM-82515-E,Note,Left voicemail,Book meeting,
CRM-157543,2026-04-11,Iona Mercer,TEM-11458-B,Note,"Price sensitive, wants >10% saving to stay",,
CRM-120019,2024-10-31,James Jennings,CUS-10810,Email,Waiting on LOA,,2024-11-21
CRM-156784,2025-02-03,Amber Doyle,Zetland Aggregates Co,Email,Site added to account,,
CRM-147403,2026-04-30,Jack Sharpe,CUS-12075,Task,,,10/05/2026
CRM-141777,21/08/2024,Nia Wren,TEM-32426-F,Call,Left voicemail,,
CRM-134054,2025-01-06,Nia Wren,,Meeting,,,
CRM-139330,2025-10-20,Iona Mercer,Harborne Glassworks Group Ltd,Email,Site added to account,,2025-11-11
CRM-139899,2025-10-09,Nia Wren,Stanhope Pharmacy Ltd,Email,Waiting on LOA,,
CRM-103187,13/06/2025,Kirsty Osei,TEM-76388-D,Call,Left voicemail,,
CRM-140521,15/09/2025,Anita Mercer,,Call,,,
CRM-144587,2026-04-06,Rhys Doyle,CUS-11963,Call,Confirmed budget approved for next term,,
CRM-136354,2026-03-17,Rhys Doyle,CUS-11614,Call,Intro call booked,Book meeting,
CRM-145945,06/12/2024,Kirsty Pryce,Larkspur Restaurants & Sons,Call,,Book meeting,
CRM-130742,2025-07-31,Callum Rowntree,Wrenfield Engineering Ltd,Meeting,"No answer, try next week",,
CRM-117752,15/07/2024,,CUS-10735,Call,Waiting on LOA,,
CRM-122897,20/09/2024,Nia Wren,TEM-22863-G,Note,,,08/10/2024
CRM-115482,2025-01-09,Callum Rowntree,TEM-68466-G,Call,"Keen to renew, asked us to send terms",Escalate to AM,2025-01-14
CRM-119751,2025-12-06,James Brooke,Nettlebed Galvanising,Task,Chased signature,,
CRM-140360,2026-05-27,Rhys Doyle,TEM-31427-C,Meeting,Sent brochure,Follow up,
CRM-108843,2024-11-04,Callum Rowntree,TEM-14572-D,Email,Asked when renewal pricing lands,,
CRM-157403,28/12/2024,Kirsty Pryce,CUS-12496,Meeting,Left voicemail,,24/01/2025
CRM-155999,18/11/2025,James Brooke,TEM-16689-G,Email,Very happy with RED savings this year,Follow up,29/11/2025
CRM-117404,28/04/2024,Grace Nairn,CUS-10725,Email,Updated contact details,,
CRM-101281,02/05/2026,Anita Mercer,Oakhurst Data Rooms Holdings,Call,Updated contact details,,
CRM-148861,2026-06-04,James Jennings,CUS-12129,Task,,,
CRM-140913,2024-04-21,Rhys Doyle,CUS-11809,Note,Waiting on LOA,,12/05/2024
CRM-139432,2026-05-09,James Brooke,,Email,,,2026-05-22
CRM-100095,27/10/2025,Grace Nairn,CUS-10003,Email,Sent brochure,Send quote,
CRM-157188,11/08/2024,Nia Wren,TEM-45568-A,Email,Updated contact details,Follow up,21/08/2024
CRM-107522,2025-02-15,Anita Mercer,CUS-10341,Task,Sent brochure,,2025-03-11
CRM-128868,08/12/2024,James Jennings,,Note,Intro call booked,Follow up,
CRM-113286,11/05/2026,Rhys Doyle,,Meeting,Left voicemail,,
CRM-149274,2025-05-13,James Brooke,TEM-85578-B,Email,,,
CRM-100945,24/08/2025,Gareth Hansen,CUS-10040,Email,Sent brochure,Escalate to AM,23/09/2025
CRM-153617,2026-01-26,Callum Rowntree,Quenington Textiles Co,Call,,,
CRM-110662,2026-06-08,Kirsty Osei,Bramble Kennels Partners,Email,"No answer, try next week",Send quote,2026-06-21
CRM-126141,2025-03-17,Nia Wren,,Note,Site added to account,,
CRM-116059,26/05/2025,Jack Sharpe,CUS-10693,Meeting,Updated contact details,,
CRM-148575,13/08/2025,Aisha Sharpe,CUS-12107,Email,,Send quote,02/09/2025
CRM-156260,23/08/2024,James Brooke,Maplin Marine Ltd,Note,Very happy with RED savings this year,,
CRM-144168,2024-05-01,Kirsty Osei,TEM-59595-C,Task,Updated contact details,Escalate to AM,
CRM-103816,2025-01-27,Jack Sharpe,TEM-62521-B,Call,"No answer, try next week",,
CRM-154504,2024-05-27,James Jennings,CUS-12374,Call,Broker says customer gone quiet,,
CRM-149833,25/08/2026,Nia Wren,,Task,Site added to account,Escalate to AM,
CRM-126362,2025-08-16,Amber Doyle,CUS-11120,Email,Confirmed budget approved for next term,,2025-09-03
CRM-136042,2024-07-13,Rhys Doyle,CUS-11592,Email,,,17/07/2024
CRM-143041,28/01/2026,Callum Rowntree,,Task,Site added to account,,
CRM-135884,31/08/2026,,TEM-46997-G,Task,Chased signature,,2026-09-23
CRM-138368,2025-11-18,Anita Mercer,,Note,Sent brochure,Follow up,
CRM-131594,27/07/2024,Iona Mercer,CUS-11362,Email,Asked when renewal pricing lands,,
CRM-120023,20/12/2025,Aisha Sharpe,CUS-10810,Note,Left voicemail,,01/01/2026
CRM-104634,02/09/2024,,Gilded Care Limited,Task,Confirmed budget approved for next term,,
CRM-123135,2025-10-22,Rhys Doyle,TEM-17362-G,Task,Sent brochure,Escalate to AM,
CRM-137857,2024-10-21,Iona Mercer,CUS-11668,Note,,Book meeting,14/11/2024
CRM-109926,2025-09-02,Jack Sharpe,Silverbeck Coachworks Co,Note,Chased signature,,
CRM-138995,27/03/2024,Gareth Hansen,Yarrow Milling Ltd,Call,Intro call booked,,
CRM-102633,2024-10-12,Jack Sharpe,TEM-60477-A,Email,,Escalate to AM,
CRM-153399,2026-04-22,,Zephyr Galvanising Limited,Task,Site added to account,,
CRM-111122,2024-03-22,Kirsty Osei,CUS-10512,Task,Did not respond to renewal outreach,,2024-04-15
CRM-105166,2024-07-14,Rhys Doyle,Quayside Motors Group,Call,Left voicemail,,
CRM-103741,24/01/2025,Amber Doyle,TEM-61984-B,Call,Sent brochure,Send quote,2025-02-18
CRM-148902,21/03/2025,Gareth Hansen,Jespersen Logistics Ltd,Task,Left voicemail,Follow up,2025-04-08
CRM-155802,02/08/2025,,,Call,Chased signature,,
CRM-103592,2025-07-09,Amber Doyle,,Email,,,
CRM-106221,2024-06-03,Kirsty Pryce,TEM-73536-C,Task,Site added to account,Escalate to AM,
CRM-137976,18/12/2025,Nia Wren,CUS-11671,Email,Updated contact details,Send quote,2026-01-10
CRM-117056,2026-06-03,Amber Doyle,CUS-10708,Task,Intro call booked,,23/06/2026
CRM-124444,18/02/2025,Jack Sharpe,Ellerton Coachworks Group,Note,Sent brochure,,
CRM-138497,07/07/2024,Rhys Doyle,CUS-11682,Call,Updated contact details,Send quote,
CRM-123303,26/10/2024,Nia Wren,TEM-99496-C,Meeting,Reviewing a competitor quote from incumbent,,
CRM-139786,08/12/2024,Iona Mercer,CUS-11763,Meeting,Chased signature,Book meeting,2024-12-26
CRM-113058,2025-10-23,Gareth Hansen,TEM-15682-C,Task,,,11/11/2025
CRM-103158,02/04/2024,Nia Wren,CUS-10149,Call,Sent brochure,,
CRM-143659,2025-06-11,Rhys Doyle,Vantage Nurseries & Sons,Task,Site added to account,Escalate to AM,
CRM-139564,15/03/2026,Kirsty Osei,,Meeting,Broker says customer gone quiet,Book meeting,
CRM-151181,2025-09-29,Aisha Sharpe,TEM-79940-F,Meeting,Sent brochure,Follow up,
CRM-130134,22/11/2025,Kirsty Pryce,,Note,"No answer, try next week",Follow up,
CRM-117697,2026-08-28,Rhys Doyle,TEM-20494-A,Email,Sent brochure,,
CRM-153192,2026-04-01,Iona Mercer,CUS-12312,Call,Renewal call went well - decision maker engaged,,
CRM-116029,31/07/2026,Gareth Hansen,TEM-97670-E,Email,Very happy with RED savings this year,,
CRM-154850,2024-06-12,Callum Rowntree,Garwood Aquatics,Email,Waiting on LOA,,
CRM-125663,29/06/2025,Iona Mercer,Ullswater Cold Storage & Sons,Meeting,Updated contact details,,
CRM-150718,05/05/2025,Callum Rowntree,Foxglove Farm Foods Ltd,Email,"No answer, try next week",,
CRM-150787,2025-11-19,Callum Rowntree,,Meeting,Site added to account,Send quote,
CRM-138708,2025-03-29,Amber Doyle,,Call,Updated contact details,Book meeting,2025-04-25
CRM-154018,23/05/2026,Nia Wren,TEM-17354-A,Meeting,Renewal call went well - decision maker engaged,,
CRM-151510,17/04/2024,James Jennings,CUS-12260,Call,Escalation raised - threatened to leave,,
CRM-117327,13/04/2024,Aisha Sharpe,TEM-11470-C,Task,Chased signature,Follow up,2024-04-26
CRM-143674,18/02/2025,Kirsty Osei,TEM-45921-E,Meeting,,,
CRM-117587,26/03/2025,Gareth Hansen,TEM-76561-E,Call,Site added to account,,
CRM-130373,05/02/2025,Gareth Hansen,,Note,Left voicemail,,
CRM-136342,2024-10-21,Kirsty Pryce,Harborne Studios & Sons Ltd,Note,,,
CRM-103626,2025-07-02,Kirsty Pryce,CUS-10160,Call,Chased signature,,
