site_id,account_ref,site_name,postcode,mpan,product,contract_start,contract_end,eac_kwh,current_unit_rate_p_per_kwh,site_status
S-20209,TEM-81862-F,Bexley site 1,S8 9EW,5842-9799-52474,RED,23/04/2027,22/04/2028,2100000,20.29,Live
S-20210,TEM-81862-F,Bexley site 2,E26 2ER,8964459049796,RED,2023-11-24,23/11/2026,42000,20.25,Live
S-20211,TEM-46858-C,Umberside site 1,L19 9BD,8125277626011,REDzero,2023-11-07,06 November 2025,155000,21.58,Ended
S-20212,TEM-46858-C,Umberside site 2,M7 5ET,9951199153484,RED,2023-05-15,14 May 2026,62500,29.33,Ended
S-20213,TEM-46858-C,Umberside site 3,E1 6AR,69 1037 6785 008,RED,01/04/2024,01/04/2026,42000,18.12,Ended
S-20214,TEM-60477-A,Caldwell site 1,G2 6AP,4616167788079,RED Plus,31/07/2023,30 July 2026,910000,19.9,OOC
S-20215,TEM-48403-C,Lighthouse site 1,G20 9EW,1439841348760,RED,2025-10-27,27 October 2027,660000,25.53,Live
S-20216,TEM-48403-C,Lighthouse site 2,G3 8HP,74 4839 1148 849,RED Plus,2025-10-15,15/10/2027,2100000,26.49,Live
S-20217,TEM-89890-F,Umberside site 1,B10 8HR,5167-9540-67948,RED,2025-05-28,28/05/2027,2100000,23.84,Live
S-20218,TEM-89890-F,Umberside site 2,E22 5BR,8969895656177,RED Plus,02/04/2024,02 April 2027,120000,23.11,Live
S-20219,TEM-82753-A,Millpond site 1,N16 5BX,86 9448 7416 240,RED,09/03/2026,2027-03-09,480000,21.06,Live
S-20220,TEM-82753-A,Millpond site 2,B29 1BX,9582617356381,REDzero,2025-03-17,2027-03-17,660000,21.53,Live
S-20221,TEM-75296-B,Lighthouse site 1,E21 4AR,5881-4599-27458,REDzero,11/01/2025,2027-01-11,910000,23.68,Live
S-20222,TEM-75296-B,Lighthouse site 2,L10 5NT,16 2977 8495 034,REDzero,2026-09-14,2027-09-14,210000,28.94,Live
S-20223,TEM-75296-B,Lighthouse site 3,N23 7JR,0169-2887-61333,RED,2026-06-23,23/06/2027,120000,25.56,Live
S-20224,TEM-75296-B,Lighthouse site 4,L22 4NX,88 3713 4093 393,RED,29/11/2025,2026-11-29,88000,28.34,Live
S-20225,TEM-65812-D,Elmwood site 1,L9 7JP,3762316359936,RED,2024-10-31,31 October 2026,88000,24.45,Live
S-20226,TEM-28938-A,Marlow site 1,B10 9JW,9609690448997,RED Plus,2024-05-27,2027-05-27,42000,21.85,Live
S-20227,TEM-28938-A,Marlow site 2,N5 4NR,0884-9257-35445,RED,2026-08-09,2027-08-09,480000,24.94,Live
S-20228,TEM-47244-D,Kingsmead site 1,S11 7BW,46 9947 8918 918,RED,29/04/2026,2027-04-29,120000,32.16,Live
S-20229,TEM-47244-D,Kingsmead site 2,M5 2JW,0872-6654-10422,RED,31/05/2025,30-May-28,660000,25.88,Live
S-20230,TEM-76378-C,Langmere site 1,B1 6ND,0232-2275-26857,RED Plus,02/02/2026,02/02/2027,62500,26.93,Live
S-20231,TEM-76378-C,Langmere site 2,N9 7NR,3692-6838-51037,RED,09/09/2025,2026-09-09,120000,29.17,Live
S-20232,TEM-62281-F,Jespersen site 1,G25 1ER,6478784229314,RED,2027-04-03,02/04/2028,155000,18.92,Live
S-20233,TEM-62281-F,Jespersen site 2,B21 5ED,8386-7360-37954,RED Plus,29/12/2025,29-Dec-27,120000,25.64,Live
S-20234,TEM-17883-G,Silverbeck site 1,G3 3EW,8687-4930-96292,RED,2026-10-02,02/10/2027,2100000,21.2,Live
S-20235,TEM-23285-F,Tredegar site 1,G18 3NT,58 7821 8207 318,RED,2026-03-19,18 March 2028,155000,32.39,Live
S-20236,TEM-65284-A,Atlas site 1,E24 8JP,5773350759762,RED,05/11/2023,04-Nov-26,42000,17.63,Live
S-20237,TEM-65284-A,Atlas site 2,S1 5JT,23 1289 6805 090,RED Plus,2026-03-19,18-Mar-28,2100000,21.65,Live
S-20238,TEM-65190-E,Norbury site 1,E24 6EW,1939-3736-07149,RED,2023-10-16,15 October 2026,62500,17.58,Live
S-20239,TEM-65190-E,Norbury site 2,M25 4ND,9481-0234-66949,RED,2026-02-05,2028-02-05,155000,21.75,Live
S-20240,TEM-94476-D,Kestrel site 1,L26 1ET,2985504639395,RED,05/07/2024,2027-07-05,660000,18.63,Live
S-20241,TEM-94476-D,Kestrel site 2,M29 5HW,83 1422 6186 508,RED Plus,2024-02-23,2027-02-22,120000,30.25,Live
S-20242,TEM-94476-D,Kestrel site 3,G7 6ED,95 9272 3068 660,RED,15/11/2024,2027-11-15,910000,17.52,Live
S-20243,TEM-94476-D,Kestrel site 4,S24 4BT,9320-9249-92861,RED,2027-04-09,08-Apr-28,210000,21.65,Live
S-20244,TEM-94476-D,Kestrel site 5,M6 1NT,39 4902 3985 862,RED,27/11/2023,26-Nov-26,2100000,20.49,Live
S-20245,TEM-94476-D,Kestrel site 6,L17 3AP,64 3349 9089 067,REDzero,04/01/2026,04-Jan-28,62500,26.62,Live
S-20246,TEM-46103-F,Verity site 1,N23 9ET,1808827970394,REDzero,2023-07-20,19 July 2026,155000,18.28,Ended
S-20247,TEM-46103-F,Verity site 2,B27 5JP,3227719679083,REDzero,2023-02-13,12/02/2026,910000,28.0,Ended
S-20248,TEM-46103-F,Verity site 3,N18 9AR,3689357823311,RED Plus,30/09/2022,29-Sep-25,155000,30.7,Ended
S-20249,TEM-46103-F,Verity site 4,S17 8AD,8608962977382,RED,2024-02-18,2026-02-17,480000,31.65,Ended
S-20250,TEM-46103-F,Verity site 5,G1 5JW,1972-5523-20487,RED Plus,2023-07-22,21-Jul-25,340000,30.36,Ended
S-20251,TEM-46103-F,Verity site 6,N13 8JD,9332220654512,RED Plus,02/10/2022,01/10/2024,340000,23.35,Ended
S-20252,TEM-46103-F,Verity site 7,E23 1NW,1399831478731,RED,24/05/2023,23 May 2026,1250000,22.21,Ended
S-20253,TEM-46103-F,Verity site 8,G4 4HW,74 6663 7036 028,REDzero,11/03/2024,11/03/2025,480000,26.2,Ended
S-20254,TEM-16902-F,Ironbridge site 1,N3 7HW,4007942731369,REDzero,27/12/2024,27-Dec-27,120000,29.95,Live
S-20255,TEM-73744-E,Kestrel site 1,S7 9HP,0301022944954,REDzero,08/01/2026,2027-01-08,340000,22.47,Live
S-20256,TEM-31499-F,Ottershaw site 1,B5 2AR,98 5601 6686 907,RED,07/08/2026,07/08/2027,480000,20.79,Live
S-20257,TEM-12031-G,Yewtree site 1,G9 2AD,61 2567 3267 844,REDzero,02/05/2025,2027-05-02,210000,18.27,Live
S-20258,TEM-12031-G,Yewtree site 2,L17 9HR,7691-0997-26394,RED,14/11/2025,14 November 2026,660000,26.18,Live
S-20259,TEM-10220-C,Padstow site 1,M30 4BP,8727457458668,RED,12/02/2027,12/02/2028,155000,18.91,Live
S-20260,TEM-99736-G,Elmwood site 1,N6 4AR,0997-7888-50122,RED,09/04/2024,09-Apr-27,155000,29.9,Live
S-20261,TEM-99736-G,Elmwood site 2,L21 4BW,32 0275 1872 481,RED,2026-07-14,14 July 2027,1250000,20.46,Live
S-20262,TEM-98822-D,Kelbrook site 1,L5 8AT,46 7508 2945 236,RED,09/03/2026,2028-03-08,155000,24.25,Live
S-20263,TEM-18209-B,Quenington site 1,L23 8AW,54 9718 6547 083,RED,2025-01-27,27/01/2028,1250000,26.99,Live
S-20264,TEM-18209-B,Quenington site 2,M11 8JP,7096855145525,RED,16/12/2024,16 December 2026,42000,26.73,Live
S-20265,TEM-18209-B,Quenington site 3,L15 3HW,6947299545461,REDzero,2025-03-02,01 March 2028,480000,26.54,Live
S-20266,TEM-18209-B,Quenington site 4,S18 3EX,9942-5605-49248,RED,2026-03-01,29 February 2028,340000,21.36,Live
S-20267,TEM-47984-C,Hatherley site 1,B13 3HT,9005303474950,REDzero,13/03/2022,12/03/2025,120000,30.72,Ended
S-20268,TEM-58715-F,Silverbeck site 1,E25 9AR,2705210930441,RED,31/10/2024,31-Oct-27,42000,29.31,Live
S-20269,TEM-84117-D,Halewood site 1,M28 9BR,29 0495 8715 983,RED,2025-05-14,14/05/2026,2100000,21.21,Ended
S-20270,TEM-27157-C,Zephyr site 1,B7 9EP,54 5339 7125 905,REDzero,2026-05-29,28 May 2028,155000,27.59,Live
S-20271,TEM-73810-G,Ironbridge site 1,N23 5HP,3479-8671-74376,RED,05/12/2024,2026-12-05,210000,29.51,Live
S-20272,TEM-76388-D,Cedar site 1,E3 7BW,9417998792581,RED,27/02/2026,27-Feb-28,88000,31.21,Live
S-20273,TEM-76388-D,Cedar site 2,E19 2EX,5077-0100-47818,RED,2026-05-04,04/05/2027,2100000,30.99,Live
S-20274,TEM-82461-A,Oakhurst site 1,L3 3BD,6627113553951,RED Plus,18/06/2024,2027-06-18,62500,31.47,Live
S-20275,TEM-87304-E,Saltmarsh site 1,M21 9HX,8369592227020,RED,06/11/2025,06/11/2027,155000,30.99,Live
S-20276,TEM-87304-E,Saltmarsh site 2,M11 7NR,3881-6128-90904,RED Plus,2024-10-31,31-Oct-26,210000,23.29,Live
S-20277,TEM-28762-F,Ivybridge site 1,L12 9JT,2769583398149,RED,2026-04-12,12-Apr-27,480000,32.36,Live
S-20278,TEM-22712-D,Pennine site 1,N16 1BX,1813-4635-14489,RED,13/03/2025,13 March 2026,155000,18.0,Ended
S-20279,TEM-22712-D,Pennine site 2,B23 2HR,1053141295861,REDzero,21/09/2024,21/09/2025,910000,30.07,Ended
S-20280,TEM-17435-B,Kingsmead site 1,E8 8BW,90 9468 4897 483,RED Plus,2025-08-19,19-Aug-27,660000,23.74,Live
S-20281,TEM-48869-C,Exmoor site 1,M4 8JT,43 6650 4433 936,REDzero,25/10/2021,24/10/2024,340000,21.16,Ended
S-20282,TEM-37676-E,Hollybush site 1,S17 3AT,95 9801 3890 493,RED,2022-02-04,03-Feb-25,1250000,19.96,Ended
S-20283,TEM-37676-E,Hollybush site 2,S14 6HT,0919001918171,RED,22/09/2022,21-Sep-25,910000,21.78,Ended
S-20284,TEM-22788-D,Yarrow site 1,S21 2ET,4516-8631-02981,REDzero,08/03/2026,08 March 2027,2100000,17.83,Live
S-20285,TEM-68065-A,Saltmarsh site 1,B5 8BR,1245861050946,RED,2025-09-10,10/09/2027,155000,21.96,Live
S-20286,TEM-78374-G,Nettlebed site 1,N9 2ET,4780202469904,REDzero,2024-01-31,2025-01-30,2100000,29.94,Ended
S-20287,TEM-78374-G,Nettlebed site 2,B15 2HR,27 2938 8861 199,RED Plus,2022-09-28,2025-09-27,210000,28.87,Ended
S-20288,TEM-97805-F,Ravenscar site 1,B25 9HT,93 5863 8131 345,RED Plus,04/11/2024,04/11/2026,42000,21.24,Live
S-20289,TEM-53937-C,Millpond site 1,N22 8AT,60 5780 4443 846,RED,08/01/2027,08 January 2028,155000,29.73,Live
S-20290,TEM-58649-E,Tanfield site 1,N26 9NP,9002348004825,RED Plus,19/02/2023,18-Feb-26,480000,23.02,Ended
S-20291,TEM-59989-E,Hatherley site 1,M21 7HR,7472401669947,RED Plus,2025-03-05,04-Mar-28,42000,28.56,Live
S-20292,TEM-39320-E,Ellerton site 1,S13 5JP,1372-1557-04305,REDzero,19/10/2023,18/10/2024,155000,21.34,Ended
S-20293,TEM-93471-E,Gilded site 1,B18 2AT,9551239137093,RED Plus,01/04/2024,01/04/2027,62500,18.1,Live
S-20294,TEM-75635-G,Exmoor site 1,N26 6NT,92 0449 2253 248,REDzero,12/09/2025,12 September 2026,155000,22.64,Live
S-20295,TEM-61984-B,Cedar site 1,L16 8JT,8306703779862,RED,22/03/2026,22-Mar-27,660000,25.97,Live
S-20296,TEM-61984-B,Cedar site 2,L11 3BR,77 4201 6021 695,RED,11/11/2024,11 November 2026,480000,23.79,Live
S-20297,TEM-62521-B,Ravenscar site 1,M10 9BD,8985048512166,RED Plus,2026-04-02,2028-04-01,340000,18.14,Live
S-20298,TEM-62521-B,Ravenscar site 2,G20 6HT,6877603392994,RED,19/01/2025,2027-01-19,62500,25.29,Live
S-20299,TEM-96916-F,Silverbeck site 1,B26 3ED,61 4481 4727 096,RED,2026-04-20,20/04/2027,480000,19.82,Live
S-20300,TEM-62042-G,Ingleby site 1,L27 8AT,2327958522006,RED,2027-05-26,25 May 2028,660000,29.83,Live
S-20301,TEM-81074-G,Pennine site 1,G23 2NR,8399-1451-63775,REDzero,12/11/2023,2026-11-11,210000,27.09,Live
S-20302,TEM-81074-G,Pennine site 2,B20 2HP,32 4130 3179 345,RED,2024-07-23,23/07/2027,2100000,31.0,Live
S-20303,TEM-81074-G,Pennine site 3,L8 3BX,5159034403800,RED Plus,03/09/2025,2027-09-03,120000,28.08,Live
S-20304,TEM-81074-G,Pennine site 4,S19 4AW,8342287306639,RED,2025-12-19,19 December 2026,62500,20.09,Live
S-20305,TEM-55554-F,Yarrow site 1,M5 4JX,35 9004 7390 480,RED Plus,17/06/2026,2027-06-17,155000,21.31,Live
S-20306,TEM-27218-C,Ravenscar site 1,E9 2HT,3386-5323-47717,RED,2025-02-15,15-Feb-28,910000,22.17,Live
S-20307,TEM-81902-F,Birchmoor site 1,N16 5HD,7362021862704,REDzero,2025-03-13,13/03/2027,340000,21.73,Live
S-20308,TEM-81902-F,Birchmoor site 2,N10 3HD,6967419540580,REDzero,24/11/2024,24-Nov-27,910000,19.59,Live
S-20309,TEM-60223-E,Tredegar site 1,G30 6NW,9507137972370,RED Plus,13/10/2026,13-Oct-27,480000,22.46,Live
S-20310,TEM-48732-A,Elmwood site 1,N24 1ND,91 9492 6307 829,RED,08/04/2024,08-Apr-27,120000,28.97,Live
S-20311,TEM-24318-E,Selworthy site 1,E11 7NX,5484647989894,RED,09/01/2024,08 January 2027,120000,27.77,Live
S-20312,TEM-24318-E,Selworthy site 2,B3 3NW,6482-0446-83494,RED,2026-12-25,25 December 2027,62500,31.99,Live
S-20313,TEM-22458-F,Kingsmead site 1,S13 5HD,95 4631 3870 806,RED Plus,22/04/2027,21-Apr-28,62500,27.96,Live
S-20314,TEM-29612-D,Tanfield site 1,G29 9NX,9828-3970-82464,RED Plus,14/11/2025,14/11/2026,42000,19.81,Live
S-20315,TEM-82791-E,Pemberley site 1,S5 4EW,3653158939286,RED,2024-11-21,21/11/2027,2100000,28.18,Live
S-20316,TEM-86229-B,Ellerton site 1,B17 5AT,9097-8678-92211,RED,2026-01-16,16/01/2028,1250000,30.79,Live
S-20317,TEM-13352-A,Selworthy site 1,S13 5AT,7147521452181,RED,2024-09-06,06 September 2027,210000,20.93,Live
S-20318,TEM-13352-A,Selworthy site 2,S12 2BR,16 0542 0982 507,RED,24/04/2026,24 April 2027,210000,18.04,Live
S-20319,TEM-13352-A,Selworthy site 3,M18 2EW,53 4559 2770 358,RED,19/01/2026,19-Jan-27,120000,31.83,Live
S-20320,TEM-61054-D,Eastbrook site 1,E19 2AR,7593-6658-73165,RED,17/12/2024,17-Dec-27,2100000,20.4,Live
S-20321,TEM-43906-F,Yewtree site 1,G15 4ED,28 8841 2968 865,RED,25/02/2026,25/02/2027,120000,20.99,Live
S-20322,TEM-43906-F,Yewtree site 2,M10 3HW,0005628608833,RED,03/04/2027,02-Apr-28,210000,20.49,Live
S-20323,TEM-58058-A,Ullswater site 1,E5 8HD,5223662153543,REDzero,2024-10-30,30/10/2026,210000,22.0,Live
S-20324,TEM-58058-A,Ullswater site 2,M13 1BD,12 5579 2007 726,REDzero,2025-01-31,2027-01-31,210000,29.97,Live
S-20325,TEM-58058-A,Ullswater site 3,B30 1HX,9807-3750-64203,RED,08/11/2026,2027-11-08,2100000,28.62,Live
S-20326,TEM-78689-C,Vantage site 1,N26 9EP,0383-4277-98670,RED Plus,10/09/2023,2026-09-09,88000,19.7,Live
S-20327,TEM-10364-C,Tanfield site 1,M30 2ER,4189840373881,RED,27/05/2024,27/05/2027,62500,22.34,Live
S-20328,TEM-82515-E,Rosedale site 1,E4 1ER,9877728073589,RED Plus,2026-07-16,16-Jul-27,660000,18.59,Live
S-20329,TEM-82515-E,Rosedale site 2,E20 4BP,8171103621913,RED,2025-11-28,28 November 2027,210000,29.97,Live
S-20330,TEM-82515-E,Rosedale site 3,S25 2JX,99 6194 6226 935,RED,2024-12-30,2027-12-30,210000,25.61,Live
S-20331,TEM-13805-A,Ottershaw site 1,N8 4NX,31 4550 2870 704,RED,2024-02-27,26 February 2027,1250000,23.6,Live
S-20332,TEM-56379-C,Ashcombe site 1,E3 5BR,7499086224152,RED,2025-11-09,09/11/2026,480000,32.06,Live
S-20333,TEM-61903-E,Atlas site 1,B5 2HR,23 8397 7529 741,RED Plus,22/04/2024,22/04/2025,480000,22.09,Ended
S-20334,TEM-10807-G,Violetta site 1,N20 7AP,29 6044 8123 491,REDzero,2027-03-30,2028-03-29,88000,23.99,Live
S-20335,TEM-73489-A,Selworthy site 1,E24 3NT,2922569992949,RED,2025-10-01,01-Oct-26,210000,30.55,Live
S-20336,TEM-57570-A,Stanhope site 1,L1 9NP,9286-4313-56705,RED,2023-11-13,2026-11-12,2100000,30.27,Live
S-20337,TEM-35060-D,Jespersen site 1,N16 9ET,01 4779 0335 116,RED,2026-07-13,13/07/2027,155000,19.38,Live
S-20338,TEM-35060-D,Jespersen site 2,M13 9EP,5106-0201-98594,RED,2024-04-06,06-Apr-27,155000,27.95,Live
S-20339,TEM-35728-C,Whitethorn site 1,G15 6HD,30 3977 2396 909,RED,29/07/2025,29/07/2027,88000,21.3,Live
S-20340,TEM-35728-C,Whitethorn site 2,G29 3AP,8028-2241-39824,RED,2025-05-13,2028-05-12,62500,20.38,Live
S-20341,TEM-35728-C,Whitethorn site 3,S28 5BT,9133942268465,RED Plus,2024-07-28,2027-07-28,2100000,18.16,Live
S-20342,TEM-37270-C,Ashcombe site 1,N13 7HX,92 6503 2650 102,REDzero,04/12/2023,2026-12-03,210000,31.78,Live
S-20343,TEM-80079-B,Umberside site 1,S12 7HR,0171144457323,REDzero,24/10/2025,2027-10-24,62500,21.05,Live
S-20344,TEM-60438-A,Northgate site 1,L28 7EP,2043-1662-60056,RED,2026-01-26,26-Jan-27,88000,27.83,Live
S-20345,TEM-75583-G,Kestrel site 1,L18 2AR,94 9751 4441 546,RED,22/05/2022,21-May-25,480000,23.94,Ended
S-20346,TEM-70878-G,Gilded site 1,M26 2EX,49 5717 1762 901,RED,2024-10-27,27/10/2027,910000,30.31,Live
S-20347,TEM-56152-F,Marlow site 1,M19 5ED,9037-6147-34941,RED,21/03/2025,20/03/2028,1250000,27.14,Live
S-20348,TEM-56152-F,Marlow site 2,G22 9ET,32 7075 3805 269,RED Plus,16/12/2024,16 December 2026,62500,21.29,Live
S-20349,TEM-56152-F,Marlow site 3,L24 7NT,3472626066522,REDzero,2027-05-09,08/05/2028,480000,18.73,Live
S-20350,TEM-76267-A,Vantage site 1,G5 9NW,8062-2948-58588,REDzero,06/04/2026,2028-04-05,480000,24.09,Live
S-20351,TEM-76267-A,Vantage site 2,L28 8HW,4200784351125,RED,15/04/2027,14/04/2028,660000,22.68,Live
S-20352,TEM-76267-A,Vantage site 3,S8 2BX,5375892777402,RED,31/05/2025,30-May-28,42000,26.23,Live
S-20353,TEM-99696-E,Bramble site 1,S25 6ED,76 7907 0630 256,RED,2026-09-22,22/09/2027,210000,29.33,Live
S-20354,TEM-51753-B,Cranleigh site 1,M4 3JR,43 2070 8514 289,RED,03/12/2025,03/12/2026,2100000,22.06,Live
S-20355,TEM-68006-C,Rosedale site 1,S14 6ER,9792422489906,RED,2025-11-06,2026-11-06,340000,25.93,Live
S-20356,TEM-83285-C,Redwing site 1,E27 6NT,68 6954 8414 759,RED,06/07/2022,05 July 2025,155000,25.54,Ended
S-20357,TEM-83285-C,Redwing site 2,G7 1NW,1165775566171,REDzero,11/03/2023,10 March 2026,340000,25.66,Ended
S-20358,TEM-93428-C,Violetta site 1,S28 3AD,3273-0896-47200,RED,15/10/2024,15 October 2027,910000,27.35,Live
S-20359,TEM-49239-B,Caldwell site 1,M6 4NW,8068975195731,RED,2024-11-15,15/11/2026,2100000,29.43,Live
S-20360,TEM-49239-B,Caldwell site 2,S13 2HD,07 3370 4154 182,REDzero,02/06/2025,2028-06-01,660000,18.28,Live
S-20361,TEM-88470-D,Jespersen site 1,G29 5NR,34 5963 4683 594,REDzero,15/02/2026,15-Feb-28,2100000,27.07,Live
S-20362,TEM-50490-D,Dunmore site 1,S1 4BX,3087137683168,RED,24/09/2025,2027-09-24,340000,20.69,Live
S-20363,TEM-73638-A,Exmoor site 1,E16 7AT,1783-3027-17911,RED,2023-07-10,09 July 2026,120000,24.84,Ended
S-20364,TEM-21923-F,Hollybush site 1,S28 4ED,67 7779 7428 098,REDzero,2026-03-08,07-Mar-28,340000,32.02,Live
S-20365,TEM-21923-F,Hollybush site 2,E12 9HT,6668-9365-05903,RED,2023-11-06,05/11/2026,2100000,31.71,Live
S-20366,TEM-21923-F,Hollybush site 3,M28 2EX,2332-5100-71434,RED,02/11/2024,2026-11-02,2100000,21.55,Live
S-20367,TEM-93637-E,Westcliff site 1,N19 5EW,6067363817535,RED,2023-09-21,20-Sep-26,88000,29.01,Live
S-20368,TEM-43233-B,Tredegar site 1,N3 8HW,4813-0930-42032,REDzero,2022-11-11,2025-11-10,480000,20.11,Ended
S-20369,TEM-30641-C,Norbury site 1,L5 2AP,53 3146 7698 424,REDzero,04/10/2024,04 October 2027,2100000,18.53,Live
S-20370,TEM-67606-D,Fernhill site 1,M5 5JP,41 6053 6604 317,RED,2024-09-05,05-Sep-25,480000,29.51,Ended
S-20371,TEM-67606-D,Fernhill site 2,L10 8AR,9239167016260,RED,2023-12-01,2024-11-30,340000,29.74,Ended
S-20372,TEM-65208-C,Harborne site 1,G2 2BD,7580157355634,RED,17/11/2024,17-Nov-26,1250000,30.54,Live
S-20373,TEM-21146-E,Bramble site 1,N27 9NT,77 1989 7211 069,REDzero,26/11/2025,26 November 2027,88000,32.37,Live
S-20374,TEM-21146-E,Bramble site 2,G5 9BP,83 8228 0647 251,RED,2027-02-28,28/02/2028,42000,25.13,Live
S-20375,TEM-98663-C,Verity site 1,B6 2NT,8929-6899-62042,RED,2027-02-13,13 February 2028,42000,28.89,Live
S-20376,TEM-34752-B,Oakhurst site 1,E12 6JT,2448602867066,RED Plus,2026-03-03,03/03/2027,62500,29.09,Live
S-20377,TEM-34752-B,Oakhurst site 2,S28 4BR,9741891452313,REDzero,12/07/2025,12 July 2027,88000,28.35,Live
S-20378,TEM-44220-A,Padstow site 1,L4 1JT,1933147227106,RED Plus,2024-10-07,07-Oct-27,340000,24.86,Live
S-20379,TEM-44220-A,Padstow site 2,N17 4BP,0141-8877-20804,RED Plus,07/11/2025,07 November 2027,210000,18.63,Live
S-20380,TEM-74130-B,Langmere site 1,S28 1NT,80 6909 2959 924,RED Plus,2026-04-20,20/04/2027,88000,21.19,Live
S-20381,TEM-27600-G,Kelbrook site 1,E20 2JD,3639839588303,REDzero,2024-05-29,29 May 2027,88000,25.33,Live
S-20382,TEM-22204-B,Garwood site 1,G30 6HW,8269-5670-06865,RED,10/04/2026,10 April 2027,2100000,20.71,Live
S-20383,TEM-27772-D,Silverbeck site 1,E24 8EX,8318078281385,RED,14/05/2027,13 May 2028,210000,21.04,Live
S-20384,TEM-27772-D,Silverbeck site 2,S26 9ND,23 0333 8106 148,RED,14/05/2024,14 May 2027,910000,18.68,Live
S-20385,TEM-99197-A,Norbury site 1,G17 9EX,11 1449 2056 370,RED,08/02/2025,08 February 2028,910000,18.06,Live
S-20386,TEM-52908-G,Oakhurst site 1,N28 1JW,5677012621437,REDzero,2025-02-19,19 February 2026,480000,30.49,Ended
S-20387,TEM-52908-G,Oakhurst site 2,B8 2EP,9049544360644,RED,2023-05-05,2026-05-04,62500,25.84,Ended
S-20388,TEM-73969-A,Westcliff site 1,M18 7NT,48 8812 9033 049,RED,2024-05-26,26 May 2025,480000,23.58,Ended
S-20389,TEM-73969-A,Westcliff site 2,G13 4AR,2435458849625,RED Plus,03/03/2023,02-Mar-26,660000,17.6,Ended
S-20390,TEM-45220-D,Quayside site 1,M26 7NX,4298434145553,RED Plus,2025-05-21,20/05/2028,42000,22.32,Live
S-20391,TEM-94500-F,Quayside site 1,B12 3HR,1069550344580,RED Plus,2024-04-24,2026-04-24,2100000,25.93,Ended
S-20392,TEM-79240-B,Elmwood site 1,G17 1BD,88 5210 6765 372,RED,20/12/2024,20 December 2025,210000,20.78,Ended
S-20393,TEM-79240-B,Elmwood site 2,M22 9HW,8351-3637-70697,RED Plus,2023-07-26,25-Jul-26,42000,22.08,Ended
S-20394,TEM-10784-C,Summerton site 1,E16 1JT,3644340726541,RED,09/09/2025,2027-09-09,210000,18.77,Live
S-20395,TEM-10784-C,Summerton site 2,S30 7NP,7083-1557-95383,RED Plus,2023-09-05,2026-09-04,62500,22.53,Live
S-20396,TEM-10784-C,Summerton site 3,B17 3HX,1802648125991,RED,2026-07-02,02-Jul-27,88000,23.0,Live
S-20397,TEM-10784-C,Summerton site 4,M2 9ER,4530-1189-74133,RED,2023-10-27,26 October 2026,62500,17.66,Live
S-20398,TEM-18320-E,Umberside site 1,G7 1JR,8041-9629-84416,REDzero,18/05/2026,18-May-27,660000,20.98,Live
S-20399,TEM-18320-E,Umberside site 2,L8 1HD,5731-9179-60669,RED,04/12/2024,04-Dec-27,62500,22.86,Live
S-20400,TEM-41200-G,Pennine site 1,E2 1BD,22 1707 8788 791,RED,16/08/2024,16-Aug-26,155000,31.04,OOC
S-20401,TEM-54199-F,Kingsmead site 1,M29 4AX,00 5118 6753 537,RED,21/03/2025,2028-03-20,120000,24.19,Live
S-20402,TEM-69392-D,Westcliff site 1,B17 9JW,86 6665 0155 409,RED,26/07/2025,26 July 2027,910000,22.61,Live
S-20403,TEM-96358-C,Stanhope site 1,M25 5BX,83 7921 5496 917,REDzero,10/10/2023,09-Oct-26,1250000,23.88,Live
S-20404,TEM-66134-F,Padstow site 1,L10 5HP,27 7045 7257 211,RED,2025-05-22,21-May-28,210000,17.58,Live
S-20405,TEM-38614-A,Bramble site 1,B18 5ET,40 2330 0449 091,RED Plus,05/01/2026,2027-01-05,155000,21.32,Live
S-20406,TEM-16370-A,Selworthy site 1,S25 2JT,40 2863 4613 960,RED,2024-11-26,2027-11-26,1250000,24.3,Live
S-20407,TEM-16370-A,Selworthy site 2,N24 4BP,90 7158 7038 470,RED,2025-03-26,26 March 2027,910000,20.6,Live
S-20408,TEM-37816-C,Lighthouse site 1,L14 2HX,5929972482125,RED,06/04/2026,05 April 2028,910000,26.38,Live
S-20409,TEM-37816-C,Lighthouse site 2,B19 8BT,7013-5775-41007,RED,2026-04-06,05-Apr-28,120000,30.89,Live
S-20410,TEM-92091-E,Silverbeck site 1,G1 6HR,9491-0873-39755,RED,2024-09-18,18-Sep-26,2100000,21.71,Live
S-20411,TEM-53144-B,Yarrow site 1,G5 1BP,2173-8693-19353,RED Plus,27/03/2024,27/03/2026,155000,18.2,Ended
S-20412,TEM-53144-B,Yarrow site 2,M2 1JT,8368-4610-18016,RED,2023-06-23,22 June 2025,120000,20.85,Ended
S-20413,TEM-53144-B,Yarrow site 3,E4 2ED,66 0672 6793 384,RED,2025-02-18,2026-02-18,62500,28.11,Ended
S-20414,TEM-53144-B,Yarrow site 4,E25 4HP,33 1808 0685 949,RED,26/11/2023,25-Nov-24,210000,21.44,Ended
S-20415,TEM-87134-G,Redwing site 1,M18 1AP,05 9790 6860 715,RED,18/12/2024,18-Dec-26,660000,26.94,Live
S-20416,TEM-69396-E,Umberside site 1,S20 3AD,0777-7298-29280,RED,05/08/2024,05-Aug-27,210000,21.42,Live
S-20417,TEM-69396-E,Umberside site 2,E9 6AW,6732-5495-57811,RED Plus,28/03/2024,28/03/2027,62500,27.64,Live
